epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,272.546,0.93338,0.73591,1.13939,0.85915,0.68214,0.77488,0.43897,1.44256,0.87814,1.45136,0.000424187,0.000424187,0.000424187
43,278.868,0.92634,0.7335,1.1352,0.8308,0.66197,0.73435,0.44173,1.38021,0.91727,1.45157,0.000417119,0.000417119,0.000417119
44,285.18,0.92623,0.7234,1.1302,0.88594,0.66494,0.76614,0.43449,1.43638,0.88941,1.44559,0.00041005,0.00041005,0.00041005
45,291.515,0.91072,0.71322,1.12273,0.85722,0.6853,0.76977,0.43023,1.49002,0.89682,1.48107,0.000402982,0.000402982,0.000402982
46,297.832,0.90525,0.69835,1.12064,0.86471,0.68791,0.77091,0.44828,1.44751,0.89355,1.47544,0.000395913,0.000395913,0.000395913
47,304.146,0.89884,0.69604,1.11412,0.8718,0.69421,0.77577,0.43583,1.50575,0.8865,1.51786,0.000388844,0.000388844,0.000388844
48,310.453,0.90274,0.70664,1.11768,0.84417,0.70224,0.773,0.4582,1.38675,0.84696,1.4215,0.000381776,0.000381776,0.000381776
49,316.788,0.89062,0.687,1.11349,0.87269,0.69783,0.78362,0.45779,1.43209,0.85537,1.45614,0.000374707,0.000374707,0.000374707
50,323.138,0.88368,0.68438,1.10804,0.87105,0.69494,0.77496,0.4357,1.5036,0.88786,1.5167,0.000367639,0.000367639,0.000367639
51,329.501,0.87719,0.67167,1.10339,0.87231,0.7003,0.77295,0.4722,1.37191,0.83424,1.3969,0.00036057,0.00036057,0.00036057
52,335.912,0.87771,0.67232,1.10432,0.87168,0.68866,0.76675,0.45298,1.44308,0.86486,1.45481,0.000353501,0.000353501,0.000353501
53,342.238,0.87536,0.6627,1.09903,0.87059,0.70417,0.78836,0.4615,1.40386,0.8241,1.44202,0.000346433,0.000346433,0.000346433
54,348.58,0.87244,0.66219,1.09507,0.87136,0.71969,0.78791,0.44317,1.4787,0.8493,1.50041,0.000339364,0.000339364,0.000339364
55,354.932,0.87308,0.6582,1.09766,0.89725,0.68997,0.77714,0.46481,1.38358,0.81246,1.41201,0.000332296,0.000332296,0.000332296
56,361.269,0.86001,0.64478,1.09205,0.87982,0.70873,0.77191,0.45684,1.40444,0.84363,1.44769,0.000325227,0.000325227,0.000325227
57,367.603,0.85447,0.64667,1.0946,0.87454,0.70452,0.78138,0.4641,1.37551,0.83401,1.43875,0.000318158,0.000318158,0.000318158
58,373.953,0.85366,0.63972,1.08602,0.8571,0.71351,0.78966,0.46337,1.39401,0.81652,1.43376,0.00031109,0.00031109,0.00031109
59,380.276,0.84671,0.63188,1.08078,0.89547,0.69512,0.7825,0.46311,1.39163,0.84047,1.44215,0.000304021,0.000304021,0.000304021
60,386.608,0.84208,0.63384,1.08518,0.89532,0.70143,0.78346,0.4793,1.34699,0.79427,1.41862,0.000296953,0.000296953,0.000296953
61,392.992,0.83974,0.62521,1.07842,0.86821,0.72497,0.79406,0.46075,1.43138,0.81853,1.47361,0.000289884,0.000289884,0.000289884
62,399.299,0.83266,0.61666,1.07435,0.87345,0.69963,0.77455,0.47103,1.34856,0.80311,1.40943,0.000282815,0.000282815,0.000282815
63,405.614,0.8296,0.61554,1.07308,0.89187,0.70556,0.79066,0.47227,1.3755,0.78118,1.43829,0.000275747,0.000275747,0.000275747
64,411.953,0.82393,0.61525,1.07343,0.89359,0.70146,0.7865,0.46682,1.41241,0.81095,1.46296,0.000268678,0.000268678,0.000268678
65,418.289,0.8249,0.61599,1.07138,0.89333,0.69852,0.78448,0.46202,1.46936,0.81465,1.49726,0.00026161,0.00026161,0.00026161
66,424.607,0.82063,0.60761,1.06407,0.86561,0.73505,0.79915,0.47946,1.40567,0.77869,1.43785,0.000254541,0.000254541,0.000254541
67,430.984,0.8159,0.60192,1.06314,0.90852,0.7008,0.7958,0.4747,1.3921,0.78053,1.44044,0.000247472,0.000247472,0.000247472
68,437.362,0.81326,0.59952,1.0676,0.92406,0.71369,0.79998,0.47609,1.42121,0.80565,1.4471,0.000240404,0.000240404,0.000240404
69,443.687,0.80588,0.58969,1.05947,0.89098,0.72098,0.80199,0.47929,1.36396,0.76732,1.41495,0.000233335,0.000233335,0.000233335
70,450.005,0.80764,0.59129,1.0584,0.90325,0.70983,0.7957,0.48305,1.35672,0.77705,1.40185,0.000226267,0.000226267,0.000226267
71,456.369,0.80263,0.58849,1.05665,0.90069,0.71633,0.81232,0.49082,1.32078,0.77451,1.37933,0.000219198,0.000219198,0.000219198
72,462.71,0.79421,0.57916,1.05271,0.92993,0.71466,0.80672,0.4839,1.32511,0.75824,1.38966,0.000212129,0.000212129,0.000212129
73,469.041,0.78956,0.57527,1.051,0.89641,0.72587,0.80761,0.47792,1.37991,0.75488,1.42053,0.000205061,0.000205061,0.000205061
74,475.402,0.78546,0.5686,1.0468,0.91861,0.72215,0.80807,0.46872,1.40082,0.77588,1.44554,0.000197992,0.000197992,0.000197992
75,481.722,0.78136,0.57106,1.04701,0.89343,0.72442,0.80601,0.49168,1.32515,0.76401,1.39869,0.000190924,0.000190924,0.000190924
76,488.071,0.77869,0.56435,1.04402,0.90359,0.71922,0.80759,0.47935,1.37347,0.76365,1.44012,0.000183855,0.000183855,0.000183855
77,494.413,0.78229,0.56493,1.04294,0.93097,0.72341,0.81537,0.49481,1.29597,0.72552,1.38264,0.000176786,0.000176786,0.000176786
78,500.771,0.77188,0.55577,1.03905,0.89296,0.73802,0.81768,0.49054,1.32563,0.71805,1.39318,0.000169718,0.000169718,0.000169718
79,507.086,0.77036,0.55385,1.03227,0.89344,0.72969,0.81594,0.49602,1.32579,0.74105,1.39631,0.000162649,0.000162649,0.000162649
80,513.447,0.76888,0.55496,1.03703,0.92986,0.72118,0.81714,0.49462,1.34569,0.74645,1.41899,0.000155581,0.000155581,0.000155581
81,519.778,0.76153,0.55101,1.03153,0.91093,0.7199,0.81337,0.48176,1.35852,0.74064,1.42373,0.000148512,0.000148512,0.000148512
82,526.123,0.75733,0.54637,1.02986,0.90509,0.72778,0.81598,0.48863,1.33199,0.73989,1.39906,0.000141443,0.000141443,0.000141443
83,532.675,0.74849,0.53724,1.01987,0.89247,0.74477,0.8153,0.48571,1.34356,0.72895,1.41333,0.000134375,0.000134375,0.000134375
84,539.035,0.74988,0.53691,1.02838,0.89136,0.75546,0.82627,0.49942,1.32095,0.72365,1.39319,0.000127306,0.000127306,0.000127306
85,545.422,0.74781,0.53897,1.02491,0.92424,0.72117,0.82052,0.49188,1.34464,0.72439,1.4063,0.000120238,0.000120238,0.000120238
86,551.762,0.74877,0.53352,1.02313,0.91554,0.7357,0.81947,0.49475,1.35599,0.73233,1.41246,0.000113169,0.000113169,0.000113169
87,558.049,0.74371,0.53032,1.02104,0.93099,0.71753,0.82423,0.49681,1.35513,0.72662,1.4224,0.0001061,0.0001061,0.0001061
88,564.357,0.73731,0.52731,1.01836,0.91866,0.73379,0.82449,0.50734,1.31887,0.72333,1.40291,9.90318e-05,9.90318e-05,9.90318e-05
