epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,286.751,0.923,0.84315,1.15009,0.84608,0.68335,0.75788,0.43478,1.42235,0.90383,1.45768,0.000424187,0.000424187,0.000424187
43,293.151,0.9168,0.82164,1.14412,0.89013,0.68025,0.76393,0.44646,1.41348,0.90121,1.45841,0.000417119,0.000417119,0.000417119
44,299.548,0.90785,0.81806,1.13853,0.85776,0.6917,0.76432,0.41809,1.50298,0.89403,1.5214,0.00041005,0.00041005,0.00041005
45,305.926,0.90701,0.80856,1.13706,0.8661,0.67551,0.76402,0.4215,1.50568,0.89274,1.52044,0.000402982,0.000402982,0.000402982
46,312.333,0.90637,0.81461,1.14007,0.83623,0.68542,0.74663,0.42855,1.43959,0.93678,1.49681,0.000395913,0.000395913,0.000395913
47,318.739,0.90155,0.80352,1.13287,0.86259,0.68832,0.75973,0.42708,1.47027,0.8975,1.51174,0.000388844,0.000388844,0.000388844
48,325.143,0.88966,0.79405,1.12848,0.83646,0.71072,0.76515,0.45049,1.39521,0.89167,1.45349,0.000381776,0.000381776,0.000381776
49,331.603,0.88563,0.7871,1.12841,0.8814,0.70924,0.77395,0.46014,1.44221,0.85541,1.47768,0.000374707,0.000374707,0.000374707
50,338.059,0.89438,0.78955,1.12959,0.90518,0.66825,0.76181,0.45368,1.44417,0.88391,1.48299,0.000367639,0.000367639,0.000367639
51,344.468,0.88832,0.7852,1.12662,0.85591,0.69251,0.76961,0.44496,1.42421,0.86046,1.48754,0.00036057,0.00036057,0.00036057
52,350.89,0.88292,0.78258,1.12583,0.82578,0.70694,0.764,0.45703,1.38179,0.87176,1.44044,0.000353501,0.000353501,0.000353501
53,357.307,0.87699,0.77398,1.12255,0.90008,0.6985,0.77891,0.45026,1.42901,0.85241,1.47547,0.000346433,0.000346433,0.000346433
54,363.727,0.88561,0.76904,1.11967,0.89974,0.68976,0.77078,0.45406,1.42472,0.87938,1.46248,0.000339364,0.000339364,0.000339364
55,370.154,0.87385,0.76396,1.12068,0.89777,0.69127,0.76931,0.45727,1.36001,0.86716,1.43284,0.000332296,0.000332296,0.000332296
56,376.543,0.8746,0.76295,1.11757,0.86595,0.69119,0.76802,0.45975,1.3823,0.85477,1.42388,0.000325227,0.000325227,0.000325227
57,382.957,0.86367,0.75138,1.11256,0.89152,0.68515,0.7677,0.45239,1.41168,0.85237,1.4633,0.000318158,0.000318158,0.000318158
58,389.346,0.86966,0.75442,1.11493,0.85466,0.69368,0.77038,0.47399,1.31616,0.84356,1.40151,0.00031109,0.00031109,0.00031109
59,395.793,0.85445,0.74891,1.10824,0.90445,0.69209,0.77581,0.45522,1.43113,0.8531,1.47502,0.000304021,0.000304021,0.000304021
