epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,376.515,0.87667,0.76467,1.1185,0.84366,0.69243,0.76222,0.43704,1.4579,0.87012,1.50216,0.000325227,0.000325227,0.000325227
57,382.934,0.86634,0.75397,1.11556,0.85466,0.70448,0.76475,0.45525,1.33413,0.82791,1.40444,0.000318158,0.000318158,0.000318158
58,389.312,0.87176,0.75398,1.11725,0.85187,0.71241,0.77067,0.45049,1.34804,0.83131,1.42223,0.00031109,0.00031109,0.00031109
59,395.676,0.85903,0.75086,1.11147,0.90289,0.68499,0.77926,0.44083,1.44063,0.83822,1.50697,0.000304021,0.000304021,0.000304021
60,402.092,0.86185,0.74702,1.11101,0.89565,0.68951,0.76991,0.4649,1.3154,0.82638,1.4096,0.000296953,0.000296953,0.000296953
61,408.495,0.8564,0.74282,1.10882,0.89042,0.71954,0.77757,0.45202,1.41765,0.84122,1.48646,0.000289884,0.000289884,0.000289884
62,414.866,0.84454,0.73543,1.1096,0.87643,0.69228,0.77627,0.46852,1.32582,0.82657,1.40569,0.000282815,0.000282815,0.000282815
63,421.26,0.85372,0.73776,1.10457,0.92805,0.68574,0.77861,0.44693,1.42057,0.81142,1.45564,0.000275747,0.000275747,0.000275747
64,427.669,0.85111,0.7325,1.10343,0.85828,0.70776,0.78082,0.46453,1.39238,0.81317,1.45715,0.000268678,0.000268678,0.000268678
65,434.064,0.84329,0.72199,1.10084,0.87024,0.69351,0.7708,0.43923,1.48173,0.83213,1.52441,0.00026161,0.00026161,0.00026161
66,440.481,0.84755,0.71939,1.09931,0.85632,0.71894,0.78327,0.45604,1.39678,0.8213,1.44885,0.000254541,0.000254541,0.000254541
67,446.877,0.83309,0.71667,1.09403,0.87449,0.68954,0.77593,0.45809,1.40455,0.83408,1.47841,0.000247472,0.000247472,0.000247472
68,453.298,0.84142,0.72241,1.09649,0.88146,0.72196,0.78853,0.48747,1.27887,0.78534,1.37822,0.000240404,0.000240404,0.000240404
69,459.705,0.83502,0.71029,1.09228,0.88782,0.68886,0.77956,0.45141,1.41697,0.81664,1.48855,0.000233335,0.000233335,0.000233335
70,466.121,0.81943,0.69781,1.08702,0.84916,0.70773,0.77972,0.46763,1.35125,0.80318,1.43478,0.000226267,0.000226267,0.000226267
71,472.536,0.83438,0.70389,1.0901,0.82934,0.73044,0.77889,0.46339,1.35213,0.80252,1.45899,0.000219198,0.000219198,0.000219198
72,478.914,inf,0.71141,1.09259,0.88705,0.69718,0.77488,0.47707,1.31011,0.78327,1.38913,0.000212129,0.000212129,0.000212129
73,485.321,0.82282,0.6989,1.08701,0.89044,0.71163,0.7845,0.46826,1.36566,0.78781,1.4531,0.000205061,0.000205061,0.000205061
74,491.756,0.82347,0.695,1.07964,0.89452,0.71511,0.78872,0.4786,1.33469,0.77012,1.44078,0.000197992,0.000197992,0.000197992
75,498.166,0.82686,0.69382,1.08204,0.86872,0.71529,0.79197,0.48942,1.29699,0.76341,1.4055,0.000190924,0.000190924,0.000190924
76,504.601,0.81938,0.69036,1.08269,0.87866,0.71318,0.78049,0.48039,1.33017,0.78109,1.41372,0.000183855,0.000183855,0.000183855
77,510.988,0.8066,0.6835,1.07915,0.8813,0.71409,0.78807,0.48274,1.27,0.76941,1.38105,0.000176786,0.000176786,0.000176786
78,517.397,0.80467,0.67593,1.07714,0.87077,0.73312,0.79333,0.48904,1.29626,0.77194,1.39395,0.000169718,0.000169718,0.000169718
79,523.781,0.80695,0.67492,1.0734,0.90543,0.71166,0.79632,0.49348,1.28159,0.76162,1.3785,0.000162649,0.000162649,0.000162649
80,530.195,0.80755,0.67216,1.07544,0.89974,0.7267,0.79872,0.48757,1.28085,0.75973,1.39453,0.000155581,0.000155581,0.000155581
81,536.583,0.79438,0.66416,1.0708,0.85082,0.73915,0.78899,0.4843,1.27345,0.77325,1.37629,0.000148512,0.000148512,0.000148512
82,542.983,0.79976,0.67011,1.07321,0.86224,0.73442,0.79309,0.4856,1.29313,0.75906,1.39905,0.000141443,0.000141443,0.000141443
83,549.375,0.80021,0.66769,1.06902,0.90746,0.69784,0.78878,0.46919,1.35849,0.77488,1.44354,0.000134375,0.000134375,0.000134375
84,555.782,0.79821,0.67176,1.07186,0.88071,0.72301,0.7934,0.48386,1.30827,0.74906,1.41263,0.000127306,0.000127306,0.000127306
85,562.133,0.78688,0.66039,1.06674,0.88398,0.71924,0.79454,0.4825,1.3293,0.76722,1.42725,0.000120238,0.000120238,0.000120238
86,568.549,0.787,0.65555,1.06689,0.85956,0.72614,0.78998,0.49021,1.26906,0.75453,1.37523,0.000113169,0.000113169,0.000113169
87,574.943,0.78705,0.65638,1.06387,0.88604,0.70931,0.79354,0.484,1.31096,0.765,1.41629,0.0001061,0.0001061,0.0001061
88,581.356,0.78522,0.65712,1.06703,0.89968,0.70532,0.79504,0.48981,1.28435,0.7465,1.39907,9.90318e-05,9.90318e-05,9.90318e-05
89,587.733,0.77544,0.65184,1.06482,0.88736,0.7248,0.80332,0.49562,1.27381,0.74953,1.38847,9.19632e-05,9.19632e-05,9.19632e-05
90,594.137,0.76865,0.63739,1.05873,0.88414,0.71341,0.79383,0.48612,1.28378,0.75687,1.39599,8.48946e-05,8.48946e-05,8.48946e-05
91,601.692,0.78884,0.58177,1.06455,0.90753,0.69626,0.77977,0.48121,1.29567,0.77021,1.40067,7.7826e-05,7.7826e-05,7.7826e-05
92,607.933,0.76944,0.55986,1.0512,0.87783,0.7155,0.78565,0.48879,1.26573,0.76025,1.37347,7.07574e-05,7.07574e-05,7.07574e-05
93,614.204,0.76879,0.55726,1.04899,0.88095,0.72305,0.78837,0.48891,1.26008,0.74193,1.37524,6.36888e-05,6.36888e-05,6.36888e-05
94,620.469,0.7645,0.55162,1.04698,0.92063,0.7084,0.79536,0.49215,1.2743,0.74019,1.3805,5.66202e-05,5.66202e-05,5.66202e-05
95,626.742,0.75989,0.54938,1.04647,0.8983,0.71489,0.78983,0.48572,1.2903,0.74683,1.39362,4.95516e-05,4.95516e-05,4.95516e-05
96,633.005,0.75454,0.54504,1.04355,0.89891,0.72227,0.79519,0.48914,1.2929,0.74892,1.3888,4.2483e-05,4.2483e-05,4.2483e-05
97,639.946,0.74674,0.53732,1.03961,0.91663,0.7093,0.79397,0.49624,1.26997,0.73051,1.37251,3.54144e-05,3.54144e-05,3.54144e-05
98,646.254,0.74428,0.53637,1.04134,0.90841,0.71135,0.79899,0.49516,1.25118,0.72945,1.36635,2.83458e-05,2.83458e-05,2.83458e-05
99,653.15,0.74236,0.53275,1.04182,0.90106,0.71406,0.79834,0.49588,1.25417,0.73169,1.37106,2.12772e-05,2.12772e-05,2.12772e-05
100,659.674,0.74164,0.53475,1.03603,0.90655,0.7053,0.80116,0.49569,1.26616,0.72959,1.37869,1.42086e-05,1.42086e-05,1.42086e-05
